gender,age,race,age_partner,attractiveness,sincerity,intelligence,funny,ambitious,shared_interests,race_partner,field_study,from,match
female,25,Other,30,above,7,7,8,6,6,Caucasian American,Political Science/International Affairs,Detroit suburbs,1
female,25,Other,30,above,10,10,10,10,2,Other,Political Science/International Affairs,Detroit suburbs,1
female,25,Other,30,above,8,9,8,8,7,Caucasian American,Political Science/International Affairs,Detroit suburbs,1
female,25,Asian-American,29,above,9,10,9,10,7,African American,Political Science/International Affairs,"Tokyo, Japan",1
female,25,Asian-American,28,above,8,8,8,8,8,Caucasian American,Political Science/International Affairs,"Tokyo, Japan",1
female,25,Asian-American,29,sligthly_above,7,6,6,7,8,Hispanic American,Political Science/International Affairs,"Tokyo, Japan",1
female,25,Asian-American,30,above,10,10,10,10,10,Other,Political Science/International Affairs,"Tokyo, Japan",1
female,25,Asian-American,20,above,10,9,9,8,10,Asian-American,Political Science/International Affairs,"Tokyo, Japan",1
female,29,Asian-American,30,sligthly_above,6,8,6,7,5,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",south carolina,1
female,29,Asian-American,29,sligthly_above,8,8,8,8,8,Asian-American,"Medical Science, Pharmaceuticals, Bio Tech",south carolina,1
female,29,Asian-American,28,sligthly_above,7,9,9,8,7,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",south carolina,1
female,29,Asian-American,29,sligthly_above,7,7,8,8,6,Hispanic American,"Medical Science, Pharmaceuticals, Bio Tech",south carolina,1
female,29,Asian-American,32,average,7,7,6,7,6,Other,"Medical Science, Pharmaceuticals, Bio Tech",south carolina,1
female,30,Asian-American,28,average,8,9,7,8,6,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech","California, New Jersey",1
female,25,Hispanic American,30,sligthly_above,6,6,6,6,6,Caucasian American,Engineering,California,1
female,25,Hispanic American,30,sligthly_above,10,10,2,8,1,Other,Engineering,California,1
female,34,Asian-American,31,sligthly_above,7,8,5,9,8,Asian-American,Biological Sciences/Chemistry/Physics,Belgium,1
female,30,African American,32,above,7,6,9,9,6,Hispanic American,Biological Sciences/Chemistry/Physics,alabama,1
female,30,African American,28,sligthly_above,7,8,8,9,7,Caucasian American,Biological Sciences/Chemistry/Physics,alabama,1
female,30,African American,30,above,10,10,10,10,10,Other,Biological Sciences/Chemistry/Physics,alabama,1
female,30,African American,30,sligthly_above,7,7,9,8,6,Caucasian American,Biological Sciences/Chemistry/Physics,alabama,1
female,27,Hispanic American,28,average,7,6,10,6,6,Caucasian American,Political Science/International Affairs,San Francisco,1
female,27,Hispanic American,30,above,8,10,8,2,1,Other,Political Science/International Affairs,San Francisco,1
female,25,Caucasian American,29,above,10,10,10,10,9,African American,Political Science/International Affairs,California,1
female,26,Caucasian American,28,sligthly_above,7,8,7,8,8,Caucasian American,Political Science/International Affairs,Washington DC,1
female,26,Caucasian American,29,sligthly_above,7,8,7,7,6,Hispanic American,Political Science/International Affairs,Washington DC,1
female,26,Caucasian American,29,above,10,10,10,10,10,Asian-American,Engineering,New Jersey,1
female,26,Caucasian American,28,sligthly_above,8,8,8,7,10,Caucasian American,Engineering,New Jersey,1
female,26,Caucasian American,30,above,10,10,8,8,2,Other,Engineering,New Jersey,1
male,23,Caucasian American,24,sligthly_above,10,10,9,8,7,Caucasian American,"Education, Academia","Westchester County, N.Y.",1
male,30,Caucasian American,24,sligthly_above,10,10,9,10,8,Caucasian American,Business/Econ/Finance,Florida,1
male,30,Caucasian American,25,average,8,8,8,8,7,Other,Business/Econ/Finance,Florida,1
male,30,Caucasian American,29,below,8,9,7,6,6,Asian-American,Business/Econ/Finance,Florida,1
male,30,Caucasian American,25,average,7,7,9,9,10,Hispanic American,Business/Econ/Finance,Florida,1
male,31,Asian-American,34,sligthly_above,10,10,8,8,8,Asian-American,Other,Los Angeles,1
male,31,Asian-American,25,average,8,9,6,5,2,Caucasian American,Other,Los Angeles,1
male,29,African American,25,average,8,8,7,7,7,Asian-American,"Social Science, Psychologist","South Orange, New Jersey",1
male,29,African American,25,sligthly_above,8,8,8,5,6,Caucasian American,"Social Science, Psychologist","South Orange, New Jersey",1
male,29,Asian-American,29,average,5,5,8,5,5,Asian-American,Business/Econ/Finance,India,1
male,29,Asian-American,26,sligthly_above,9,9,8,8,7,Caucasian American,Business/Econ/Finance,India,1
male,28,Caucasian American,24,above,9,9,10,10,8,Caucasian American,Business/Econ/Finance,Greece,1
male,28,Caucasian American,25,sligthly_above,4,5,8,5,7,Asian-American,Business/Econ/Finance,Greece,1
male,28,Caucasian American,29,sligthly_above,7,5,7,5,7,Asian-American,Business/Econ/Finance,Greece,1
male,28,Caucasian American,30,sligthly_above,7,7,7,7,6,Asian-American,Business/Econ/Finance,Greece,1
male,28,Caucasian American,30,above,9,9,9,8,9,African American,Business/Econ/Finance,Greece,1
male,28,Caucasian American,26,sligthly_above,7,7,7,7,7,Caucasian American,Business/Econ/Finance,Greece,1
male,28,Caucasian American,26,above,8,8,7,7,9,Caucasian American,Business/Econ/Finance,Greece,1
male,29,Caucasian American,24,sligthly_above,10,10,10,10,9,Caucasian American,Film,Northern New Jersey,1
male,29,Hispanic American,24,above,10,10,10,10,9,Caucasian American,Business/Econ/Finance,New Jersey,1
male,29,Hispanic American,25,sligthly_above,8,8,8,8,5,Asian-American,Business/Econ/Finance,New Jersey,1
male,29,Hispanic American,29,sligthly_above,6,8,5,5,4,Asian-American,Business/Econ/Finance,New Jersey,1
male,29,Hispanic American,26,above,8,9,9,9,9,Caucasian American,Business/Econ/Finance,New Jersey,1
male,30,Other,24,sligthly_above,10,10,9,9,9,Caucasian American,Biological Sciences/Chemistry/Physics,new york,1
male,30,Other,25,above,8,8,8,8,8,Other,Biological Sciences/Chemistry/Physics,new york,1
male,30,Other,25,above,8,8,9,7,8,Asian-American,Biological Sciences/Chemistry/Physics,new york,1
male,30,Other,25,above,9,10,10,10,10,Hispanic American,Biological Sciences/Chemistry/Physics,new york,1
male,30,Other,30,sligthly_above,7,7,9,7,8,African American,Biological Sciences/Chemistry/Physics,new york,1
male,30,Other,27,average,4,5,5,6,6,Hispanic American,Biological Sciences/Chemistry/Physics,new york,1
male,30,Other,26,sligthly_above,7,9,9,8,8,Caucasian American,Biological Sciences/Chemistry/Physics,new york,1
male,20,Asian-American,25,above,9,7,8,5,8,Asian-American,Political Science/International Affairs,Philippines,1
male,30,Caucasian American,25,average,7,7,6,6,4,Other,English/Creative Writing/Journalism,Boston,1
male,30,Caucasian American,30,above,9,9,9,6,5,African American,English/Creative Writing/Journalism,Boston,1
male,32,Other,24,sligthly_above,8,9,9,8,9,Caucasian American,Fine Arts/Arts Administration,Miami,1
male,32,Other,29,average,4,6,9,2,4,Asian-American,Fine Arts/Arts Administration,Miami,1
female,23,Asian-American,27,sligthly_above,9,8,7,7,6,Asian-American,Engineering,Indiana,1
female,26,Caucasian American,23,average,8,7,6,8,5,Caucasian American,Biological Sciences/Chemistry/Physics,New York,1
female,26,Caucasian American,36,average,9,8,7,8,5,Asian-American,Biological Sciences/Chemistry/Physics,New York,1
female,25,African American,24,sligthly_above,9,9,7,9,7,Asian-American,Biological Sciences/Chemistry/Physics,"Kansas City, Missouri",1
female,26,Caucasian American,23,average,6,6,6,6,6,Caucasian American,Biological Sciences/Chemistry/Physics,Upstate New York,1
male,23,Caucasian American,26,average,10,9,8,5,5,Caucasian American,Engineering,Maryland,1
male,23,Caucasian American,26,sligthly_above,8,7,8,7,8,Caucasian American,Engineering,Maryland,1
male,24,Asian-American,25,sligthly_above,7,8,8,7,6,African American,Math,Florida,1
male,36,Asian-American,26,average,8,10,8,6,6,Caucasian American,Math,New York,1
female,28,Asian-American,23,average,8,8,6,7,6,Caucasian American,English/Creative Writing/Journalism,working,1
female,28,Asian-American,22,sligthly_above,8,9,8,8,8,Asian-American,English/Creative Writing/Journalism,working,1
female,28,Asian-American,32,sligthly_above,7,9,8,7,8,Caucasian American,English/Creative Writing/Journalism,working,1
female,28,Asian-American,30,average,6,6,6,6,7,Caucasian American,English/Creative Writing/Journalism,working,1
female,28,Asian-American,30,average,5,7,7,7,9,Caucasian American,English/Creative Writing/Journalism,working,1
female,28,Asian-American,25,sligthly_above,7,9,8,9,7,Caucasian American,English/Creative Writing/Journalism,working,1
female,26,Hispanic American,26,above,9,10,9,9,7,Caucasian American,Business/Econ/Finance,Chile,1
female,26,Hispanic American,29,above,8,9,9,9,9,Caucasian American,Business/Econ/Finance,Chile,1
female,26,Hispanic American,32,sligthly_above,5,5,8,6,5,Caucasian American,Business/Econ/Finance,Chile,1
female,26,Hispanic American,24,sligthly_above,10,8,9,8,7,Caucasian American,Business/Econ/Finance,Chile,1
female,26,Hispanic American,30,sligthly_above,8,8,8,6,8,Caucasian American,Business/Econ/Finance,Chile,1
female,26,Hispanic American,28,average,8,9,9,8,7,Caucasian American,Business/Econ/Finance,Chile,1
female,23,Asian-American,24,sligthly_above,9,8,8,9,7,Other,Engineering,India,1
female,23,Asian-American,23,sligthly_above,7,8,7,6,6,Caucasian American,Engineering,India,1
female,23,Asian-American,23,average,5,8,6,7,9,Asian-American,Engineering,India,1
female,23,Asian-American,30,above,9,9,5,8,5,Caucasian American,Engineering,India,1
female,23,Caucasian American,26,sligthly_above,8,8,8,6,5,Caucasian American,Fine Arts/Arts Administration,Florida,1
female,23,Caucasian American,23,sligthly_above,8,7,7,7,7,Caucasian American,Fine Arts/Arts Administration,Florida,1
female,23,Caucasian American,22,sligthly_above,8,8,8,8,6,Asian-American,Fine Arts/Arts Administration,Florida,1
female,23,Caucasian American,30,sligthly_above,7,7,9,6,6,Caucasian American,Fine Arts/Arts Administration,Florida,1
female,23,Caucasian American,30,above,6,6,7,6,4,Caucasian American,Fine Arts/Arts Administration,Florida,1
female,23,Caucasian American,25,sligthly_above,9,9,9,6,8,Caucasian American,Fine Arts/Arts Administration,Florida,1
female,23,Caucasian American,23,above,8,8,8,7,8,Caucasian American,English/Creative Writing/Journalism,Kansas,1
female,27,Asian-American,23,above,7,9,8,8,6,Caucasian American,Biological Sciences/Chemistry/Physics,California,1
female,27,Asian-American,29,above,8,9,9,9,7,Caucasian American,Biological Sciences/Chemistry/Physics,California,1
female,27,Asian-American,23,sligthly_above,6,10,7,9,4,Asian-American,Biological Sciences/Chemistry/Physics,California,1
female,27,Asian-American,28,average,7,6,6,6,6,Caucasian American,Biological Sciences/Chemistry/Physics,California,1
female,27,Asian-American,27,average,6,7,7,7,5,African American,Biological Sciences/Chemistry/Physics,California,1
female,27,Asian-American,25,sligthly_above,7,8,9,8,8,Caucasian American,Biological Sciences/Chemistry/Physics,California,1
female,23,Caucasian American,23,sligthly_above,7,8,7,6,7,Caucasian American,Fine Arts/Arts Administration,San Diego,1
female,23,Caucasian American,30,sligthly_above,7,6,8,6,7,Caucasian American,Fine Arts/Arts Administration,San Diego,1
female,23,Caucasian American,30,average,7,7,10,6,6,Caucasian American,Fine Arts/Arts Administration,San Diego,1
female,23,Caucasian American,30,sligthly_above,7,7,8,2,5,Caucasian American,Fine Arts/Arts Administration,San Diego,1
female,23,Caucasian American,28,sligthly_above,7,8,8,7,6,Caucasian American,Fine Arts/Arts Administration,San Diego,1
female,23,Caucasian American,30,sligthly_above,6,5,6,5,4,Caucasian American,Fine Arts/Arts Administration,San Diego,1
female,26,Caucasian American,24,above,9,8,9,9,9,Other,Social Work,Salt Lake City,1
female,26,Caucasian American,23,average,7,7,5,7,5,Caucasian American,Social Work,Salt Lake City,1
female,26,Caucasian American,32,sligthly_above,7,6,6,6,6,Caucasian American,Social Work,Salt Lake City,1
female,26,Caucasian American,24,sligthly_above,7,7,7,7,5,Caucasian American,Social Work,Salt Lake City,1
female,26,Caucasian American,30,average,8,8,7,3,2,Caucasian American,Social Work,Salt Lake City,1
female,26,Caucasian American,30,average,6,6,6,5,5,Caucasian American,Social Work,Salt Lake City,1
female,26,Caucasian American,27,sligthly_above,7,8,6,6,5,African American,Social Work,Salt Lake City,1
female,22,Caucasian American,22,above,6,10,9,8,8,Caucasian American,Law,Pennsylvania,1
female,22,Caucasian American,23,sligthly_above,7,7,7,7,7,Asian-American,Law,Pennsylvania,1
female,22,Caucasian American,24,sligthly_above,7,7,7,7,4,Caucasian American,Law,Pennsylvania,1
female,22,Caucasian American,30,sligthly_above,8,8,8,6,9,Caucasian American,Law,Pennsylvania,1
female,22,Caucasian American,28,average,8,8,8,7,5,Caucasian American,Law,Pennsylvania,1
female,27,Asian-American,26,average,8,9,7,8,9,Asian-American,"Education, Academia",China,1
female,27,Asian-American,23,average,8,7,7,6,6,Asian-American,"Education, Academia",China,1
female,25,Asian-American,25,average,10,10,10,10,3,Asian-American,"Medical Science, Pharmaceuticals, Bio Tech",Michigan,1
female,25,Asian-American,26,sligthly_above,9,8,8,6,5,Asian-American,"Medical Science, Pharmaceuticals, Bio Tech",Michigan,1
female,25,Asian-American,24,above,8,9,9,9,8,Other,"Medical Science, Pharmaceuticals, Bio Tech",Michigan,1
female,25,Asian-American,23,sligthly_above,8,7,7,6,6,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",Michigan,1
female,25,Asian-American,29,sligthly_above,8,9,9,8,7,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",Michigan,1
female,25,Asian-American,32,sligthly_above,7,6,7,6,6,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",Michigan,1
female,25,Asian-American,22,sligthly_above,8,8,9,9,7,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",Michigan,1
female,25,Asian-American,23,average,7,7,6,7,7,Asian-American,"Medical Science, Pharmaceuticals, Bio Tech",Michigan,1
female,25,Asian-American,30,sligthly_above,7,6,7,6,7,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",Michigan,1
female,25,Asian-American,30,sligthly_above,7,8,8,5,6,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",Michigan,1
female,25,Asian-American,30,above,7,7,8,4,6,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",Michigan,1
female,25,Asian-American,28,average,8,10,7,7,6,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",Michigan,1
female,25,Asian-American,30,sligthly_above,6,6,6,5,6,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",Michigan,1
female,26,Hispanic American,24,sligthly_above,8,7,8,7,8,Other,Social Work,New Jersey,1
female,26,Hispanic American,23,average,5,7,6,4,3,Asian-American,Social Work,New Jersey,1
female,22,Asian-American,26,average,8,9,8,8,8,Asian-American,Engineering,HKG,1
female,22,Asian-American,24,average,6,6,6,6,6,Other,Engineering,HKG,1
female,22,Asian-American,24,average,6,6,7,5,7,Other,Engineering,China,1
female,22,Asian-American,23,sligthly_above,8,7,7,7,7,Asian-American,Engineering,China,1
male,25,Asian-American,25,average,9,9,7,7,5,Asian-American,Engineering,"BEIJING, CHINA",1
male,26,Asian-American,27,slightly_below,9,9,1,6,8,Asian-American,Engineering,California,1
male,26,Asian-American,25,below,9,9,5,7,3,Asian-American,Engineering,California,1
male,26,Asian-American,22,average,7,5,4,5,4,Asian-American,Engineering,California,1
male,26,Caucasian American,26,above,10,8,9,7,8,Hispanic American,Engineering,Greece,1
male,26,Caucasian American,23,average,6,6,6,6,4,Caucasian American,Engineering,Greece,1
male,24,Other,23,average,5,8,7,6,6,Asian-American,Engineering,Bangladesh,1
male,24,Other,26,sligthly_above,7,8,8,8,7,Caucasian American,Engineering,Bangladesh,1
male,24,Other,25,average,7,8,7,8,6,Asian-American,Engineering,Bangladesh,1
male,24,Other,26,average,5,3,7,8,8,Hispanic American,Engineering,Bangladesh,1
male,24,Other,22,sligthly_above,8,8,9,8,8,Asian-American,Engineering,Bangladesh,1
male,23,Caucasian American,28,below,7,6,6,5,4,Asian-American,Biological Sciences/Chemistry/Physics,Maryland,1
male,23,Caucasian American,23,average,4,6,6,5,5,Asian-American,Biological Sciences/Chemistry/Physics,Maryland,1
male,23,Caucasian American,23,average,6,6,6,6,6,Caucasian American,Biological Sciences/Chemistry/Physics,Maryland,1
male,23,Caucasian American,23,sligthly_above,6,8,8,8,7,Caucasian American,Biological Sciences/Chemistry/Physics,Maryland,1
male,23,Caucasian American,27,above,10,10,9,5,6,Asian-American,Biological Sciences/Chemistry/Physics,Maryland,1
