gender,age,race,age_partner,attractiveness,sincerity,intelligence,funny,ambitious,shared_interests,race_partner,field_study,match
male,26,Caucasian American,22,above,10,10,9,10,10,Caucasian American,Business/Econ/Finance,1
male,26,Caucasian American,25,average,9,8,8,9,1,Asian-American,Business/Econ/Finance,0
male,30,Caucasian American,25,sligthly_above,5,7,8,7,5,Hispanic American,Business/Econ/Finance,1
male,30,Caucasian American,29,average,8,7,4,8,5,Caucasian American,Business/Econ/Finance,0
male,30,Caucasian American,25,average,8,7,6,5,6,Asian-American,Business/Econ/Finance,0
male,30,Caucasian American,28,average,6,6,5,8,3,Caucasian American,Business/Econ/Finance,0
male,30,Caucasian American,22,average,9,8,6,6,2,Caucasian American,Business/Econ/Finance,0
male,24,Asian-American,25,average,7,8,7,6,6,Hispanic American,Engineering,1
male,24,Asian-American,29,average,9,9,7,9,7,Caucasian American,Engineering,0
male,24,Asian-American,25,sligthly_above,8,7,5,5,5,Asian-American,Engineering,0
male,24,Asian-American,28,below,7,7,3,6,2,Caucasian American,Engineering,0
male,24,Asian-American,22,sligthly_above,9,9,8,9,7,Caucasian American,Engineering,1
male,28,Caucasian American,25,below,5,7,4,8,2,Hispanic American,Business/Econ/Finance,0
male,28,Caucasian American,29,below,6,8,3,8,3,Caucasian American,Business/Econ/Finance,0
male,28,Caucasian American,25,average,7,7,5,6,6,Asian-American,Business/Econ/Finance,0
male,28,Caucasian American,28,below,5,7,2,8,5,Caucasian American,Business/Econ/Finance,0
male,28,Caucasian American,22,average,8,7,6,8,5,Caucasian American,Business/Econ/Finance,0
male,24,Caucasian American,25,average,4,7,7,7,4,Hispanic American,Business/Econ/Finance,1
male,24,Caucasian American,29,below,3,4,3,8,2,Caucasian American,Business/Econ/Finance,0
male,24,Caucasian American,25,average,6,6,7,5,4,Asian-American,Business/Econ/Finance,0
male,24,Caucasian American,28,slightly_below,3,7,1,9,2,Caucasian American,Business/Econ/Finance,0
male,24,Caucasian American,22,average,7,9,9,10,8,Caucasian American,Business/Econ/Finance,0
male,24,Caucasian American,25,below,2,7,2,8,1,Asian-American,Business/Econ/Finance,0
male,28,Caucasian American,25,average,6,6,5,6,4,Hispanic American,Political Science/International Affairs,0
male,28,Caucasian American,29,average,9,7,4,8,4,Caucasian American,Political Science/International Affairs,0
male,28,Caucasian American,25,average,7,6,4,5,4,Asian-American,Political Science/International Affairs,0
male,28,Caucasian American,28,sligthly_above,8,8,5,5,5,Caucasian American,Political Science/International Affairs,0
male,28,Caucasian American,22,sligthly_above,7,7,6,6,7,Caucasian American,Political Science/International Affairs,0
male,28,Caucasian American,25,average,7,8,5,8,4,Asian-American,Political Science/International Affairs,0
male,27,Asian-American,25,average,7,8,7,8,6,Hispanic American,Business/Econ/Finance,1
male,27,Asian-American,29,sligthly_above,8,8,5,8,7,Caucasian American,Business/Econ/Finance,0
male,27,Asian-American,25,average,8,9,7,9,6,Asian-American,Business/Econ/Finance,0
male,27,Asian-American,28,average,7,8,6,9,7,Caucasian American,Business/Econ/Finance,0
male,27,Asian-American,22,average,7,8,8,9,5,Caucasian American,Business/Econ/Finance,0
male,27,Asian-American,25,sligthly_above,8,9,8,9,9,Asian-American,Business/Econ/Finance,1
male,27,Caucasian American,25,sligthly_above,7,6,8,7,5,Hispanic American,Business/Econ/Finance,1
male,27,Caucasian American,29,sligthly_above,7,7,5,8,3,Caucasian American,Business/Econ/Finance,0
male,27,Caucasian American,25,sligthly_above,7,7,7,8,6,Asian-American,Business/Econ/Finance,0
male,27,Caucasian American,28,average,7,6,3,9,3,Caucasian American,Business/Econ/Finance,0
male,27,Caucasian American,22,sligthly_above,6,7,5,7,3,Caucasian American,Business/Econ/Finance,0
female,22,Asian-American,21,average,8,7,7,8,5,Caucasian American,"Education, Academia",0
female,22,Asian-American,24,sligthly_above,9,9,8,7,7,Caucasian American,"Education, Academia",0
female,22,Asian-American,25,average,7,3,3,3,0,Caucasian American,"Education, Academia",0
female,22,Asian-American,27,average,7,7,7,6,4,Hispanic American,"Education, Academia",0
female,22,Asian-American,30,average,6,3,3,3,2,Caucasian American,"Education, Academia",0
female,22,Asian-American,28,sligthly_above,8,8,8,8,7,Hispanic American,"Education, Academia",0
female,22,Asian-American,26,average,7,7,5,4,4,Asian-American,"Education, Academia",0
female,22,Asian-American,22,sligthly_above,8,8,6,5,7,Caucasian American,"Education, Academia",0
female,22,Asian-American,23,above,7,8,7,8,5,Other,"Education, Academia",0
female,22,Asian-American,25,sligthly_above,7,7,7,5,8,Caucasian American,"Education, Academia",0
female,22,Asian-American,30,average,5,5,5,5,4,Asian-American,"Education, Academia",0
female,22,Asian-American,29,average,8,7,6,6,6,Asian-American,"Education, Academia",0
female,22,Asian-American,27,average,4,5,5,5,5,Asian-American,"Education, Academia",0
female,27,Asian-American,21,average,4,7,4,8,2,Caucasian American,"Education, Academia",0
female,27,Asian-American,24,sligthly_above,7,8,6,10,5,Caucasian American,"Education, Academia",0
female,27,Asian-American,25,average,3,5,4,5,1,Caucasian American,"Education, Academia",1
female,27,Asian-American,27,average,5,6,4,7,4,Hispanic American,"Education, Academia",0
female,27,Asian-American,26,average,6,7,2,9,5,Caucasian American,"Education, Academia",0
female,27,Asian-American,30,sligthly_above,7,8,4,9,3,Caucasian American,"Education, Academia",0
female,27,Asian-American,28,sligthly_above,8,8,7,6,7,Hispanic American,"Education, Academia",0
female,27,Asian-American,26,below,6,4,3,4,5,Asian-American,"Education, Academia",0
female,27,Asian-American,22,average,6,8,4,8,4,Caucasian American,"Education, Academia",1
female,27,Asian-American,23,average,4,6,2,9,3,Other,"Education, Academia",0
female,27,Asian-American,25,sligthly_above,6,6,5,9,3,Caucasian American,"Education, Academia",0
female,27,Asian-American,30,average,5,5,5,5,4,Asian-American,"Education, Academia",0
female,27,Asian-American,29,sligthly_above,9,7,8,6,7,Asian-American,"Education, Academia",0
female,27,Asian-American,27,average,5,5,5,5,6,Asian-American,"Education, Academia",0
female,28,Caucasian American,21,sligthly_above,7,8,5,7,2,Caucasian American,Social Work,0
female,28,Caucasian American,24,sligthly_above,10,10,7,8,6,Caucasian American,Social Work,0
female,28,Caucasian American,25,sligthly_above,8,7,7,7,10,Caucasian American,Social Work,1
female,28,Caucasian American,27,sligthly_above,9,6,5,3,5,Hispanic American,Social Work,0
female,28,Caucasian American,30,average,8,8,8,6,6,Caucasian American,Social Work,1
female,28,Caucasian American,28,sligthly_above,8,8,6,4,5,Hispanic American,Social Work,1
female,28,Caucasian American,26,average,5,7,6,5,5,Asian-American,Social Work,0
female,28,Caucasian American,22,average,7,7,6,5,4,Caucasian American,Social Work,0
female,28,Caucasian American,23,sligthly_above,9,9,7,6,6,Other,Social Work,0
female,28,Caucasian American,25,average,9,9,9,7,8,Caucasian American,Social Work,1
female,28,Caucasian American,30,sligthly_above,6,6,5,5,4,Asian-American,Social Work,0
female,28,Caucasian American,29,sligthly_above,9,7,8,6,6,Asian-American,Social Work,1
female,28,Caucasian American,27,average,5,5,5,5,5,Asian-American,Social Work,1
female,30,Other,21,average,9,8,9,8,8,Caucasian American,Fine Arts/Arts Administration,0
female,30,Other,24,average,8,9,9,8,8,Caucasian American,Fine Arts/Arts Administration,0
female,30,Other,25,average,2,4,4,5,3,Caucasian American,Fine Arts/Arts Administration,1
female,30,Other,27,average,5,7,7,4,2,Hispanic American,Fine Arts/Arts Administration,0
female,30,Other,26,average,8,6,8,8,5,Caucasian American,Fine Arts/Arts Administration,0
female,30,Other,30,average,8,9,8,7,5,Caucasian American,Fine Arts/Arts Administration,0
female,30,Other,28,average,8,7,7,4,3,Hispanic American,Fine Arts/Arts Administration,1
female,30,Other,26,average,6,6,4,3,6,Asian-American,Fine Arts/Arts Administration,0
female,30,Other,22,below,7,5,6,5,6,Caucasian American,Fine Arts/Arts Administration,0
female,30,Other,23,average,9,8,10,6,6,Other,Fine Arts/Arts Administration,0
female,30,Other,25,sligthly_above,10,10,7,9,5,Caucasian American,Fine Arts/Arts Administration,0
female,30,Other,30,average,5,5,5,5,4,Asian-American,Fine Arts/Arts Administration,0
female,30,Other,29,below,6,6,5,6,4,Asian-American,Fine Arts/Arts Administration,0
female,30,Other,27,average,6,5,5,5,6,Asian-American,Fine Arts/Arts Administration,0
female,27,Caucasian American,21,sligthly_above,7,8,6,7,5,Caucasian American,Social Work,0
female,27,Caucasian American,24,sligthly_above,8,8,7,7,8,Caucasian American,Social Work,0
female,27,Caucasian American,25,average,6,5,4,4,2,Caucasian American,Social Work,0
female,27,Caucasian American,27,sligthly_above,8,8,6,7,7,Hispanic American,Social Work,0
female,27,Caucasian American,30,average,8,7,4,3,4,Caucasian American,Social Work,0
female,27,Caucasian American,28,sligthly_above,10,9,8,5,3,Hispanic American,Social Work,0
female,27,Caucasian American,26,above,8,8,8,6,6,Asian-American,Social Work,1
female,27,Caucasian American,22,sligthly_above,7,7,7,6,5,Caucasian American,Social Work,0
female,27,Caucasian American,23,above,9,7,8,7,6,Other,Social Work,0
female,27,Caucasian American,25,above,8,8,8,7,7,Caucasian American,Social Work,0
female,27,Caucasian American,30,average,6,5,4,3,4,Asian-American,Social Work,0
female,27,Caucasian American,29,sligthly_above,6,7,7,6,5,Asian-American,Social Work,0
female,27,Caucasian American,27,average,5,5,5,5,6,Asian-American,Social Work,0
female,22,African American,21,above,8,3,10,10,5,Caucasian American,Law,0
female,22,African American,24,sligthly_above,10,7,10,6,8,Caucasian American,Law,1
female,22,African American,25,average,0,5,5,5,0,Caucasian American,Law,0
female,22,African American,27,average,5,5,7,7,4,Hispanic American,Law,0
female,22,African American,30,average,7,7,8,7,4,Caucasian American,Law,0
female,22,African American,28,average,5,8,6,9,3,Hispanic American,Law,0
female,22,African American,26,average,6,8,6,7,6,Asian-American,Law,0
female,22,African American,22,average,7,8,6,6,7,Caucasian American,Law,1
female,22,African American,23,above,10,10,10,10,10,Other,Law,1
female,22,African American,25,average,8,8,3,7,1,Caucasian American,Law,0
female,22,African American,30,average,4,3,3,3,2,Asian-American,Law,0
female,22,African American,29,below,6,6,5,6,5,Asian-American,Law,0
female,22,African American,27,average,4,4,4,4,4,Asian-American,Law,0
female,23,Caucasian American,21,above,10,10,11,10,10,Caucasian American,Law,0
female,23,Caucasian American,24,above,9,9,10,8,5,Caucasian American,Law,0
female,23,Caucasian American,25,sligthly_above,1,5,5,5,0,Caucasian American,Law,0
female,23,Caucasian American,27,sligthly_above,6,7,8,8,5,Hispanic American,Law,0
female,23,Caucasian American,26,average,5,5,9,7,6,Caucasian American,Law,0
female,23,Caucasian American,30,sligthly_above,6,4,8,8,4,Caucasian American,Law,0
female,23,Caucasian American,28,sligthly_above,7,7,9,8,3,Hispanic American,Law,0
female,23,Caucasian American,26,sligthly_above,6,6,5,6,6,Asian-American,Law,0
female,23,Caucasian American,22,sligthly_above,6,7,8,8,7,Caucasian American,Law,1
female,23,Caucasian American,23,above,10,10,10,10,10,Other,Law,1
female,23,Caucasian American,30,average,4,5,3,4,2,Asian-American,Law,0
female,23,Caucasian American,29,sligthly_above,7,8,8,6,6,Asian-American,Law,0
female,23,Caucasian American,27,average,4,6,4,6,6,Asian-American,Law,0
female,23,Caucasian American,21,average,8,8,8,9,7,Caucasian American,Social Work,0
female,23,Caucasian American,24,sligthly_above,8,8,8,7,8,Caucasian American,Social Work,1
female,23,Caucasian American,25,sligthly_above,5,5,4,2,0,Caucasian American,Social Work,1
female,23,Caucasian American,27,above,6,6,6,6,6,Hispanic American,Social Work,0
female,23,Caucasian American,30,sligthly_above,9,7,6,5,6,Caucasian American,Social Work,0
female,23,Caucasian American,28,average,10,8,8,7,6,Hispanic American,Social Work,0
female,23,Caucasian American,26,average,5,6,6,4,4,Asian-American,Social Work,0
female,23,Caucasian American,22,average,7,5,6,3,7,Caucasian American,Social Work,1
female,23,Caucasian American,23,average,10,9,9,5,6,Other,Social Work,0
female,23,Caucasian American,25,average,9,7,5,3,3,Caucasian American,Social Work,0
female,23,Caucasian American,30,average,5,4,3,4,3,Asian-American,Social Work,0
female,23,Caucasian American,29,average,5,5,5,5,5,Asian-American,Social Work,0
female,23,Caucasian American,27,average,4,6,6,5,5,Asian-American,Social Work,0
female,23,Caucasian American,21,average,8,8,8,8,7,Caucasian American,Social Work,0
female,23,Caucasian American,24,above,9,10,9,9,9,Caucasian American,Social Work,0
female,23,Caucasian American,25,sligthly_above,4,5,4,4,0,Caucasian American,Social Work,0
female,23,Caucasian American,27,sligthly_above,9,7,8,5,5,Hispanic American,Social Work,0
female,23,Caucasian American,30,average,8,9,6,8,4,Caucasian American,Social Work,0
female,23,Caucasian American,28,sligthly_above,7,7,8,4,7,Hispanic American,Social Work,1
female,23,Caucasian American,26,average,6,6,5,4,5,Asian-American,Social Work,0
female,23,Caucasian American,23,sligthly_above,9,8,8,7,6,Other,Social Work,0
female,23,Caucasian American,25,average,7,7,7,7,7,Caucasian American,Social Work,1
female,23,Caucasian American,30,average,6,5,6,5,4,Asian-American,Social Work,0
female,23,Caucasian American,29,average,6,5,6,5,5,Asian-American,Social Work,0
female,23,Caucasian American,27,average,5,6,4,5,4,Asian-American,Social Work,0
female,29,Caucasian American,21,sligthly_above,5,8,5,7,5,Caucasian American,"Education, Academia",0
female,29,Caucasian American,24,above,7,9,6,7,5,Caucasian American,"Education, Academia",0
female,29,Caucasian American,25,above,1,7,5,4,3,Caucasian American,"Education, Academia",0
female,29,Caucasian American,27,sligthly_above,6,8,3,3,2,Hispanic American,"Education, Academia",0
female,29,Caucasian American,26,average,6,7,9,7,4,Caucasian American,"Education, Academia",0
female,29,Caucasian American,30,above,5,6,7,7,4,Caucasian American,"Education, Academia",1
female,29,Caucasian American,28,above,8,8,6,5,5,Hispanic American,"Education, Academia",1
female,29,Caucasian American,26,average,5,6,5,5,4,Asian-American,"Education, Academia",0
female,29,Caucasian American,22,sligthly_above,7,7,8,6,7,Caucasian American,"Education, Academia",1
female,29,Caucasian American,23,sligthly_above,9,7,7,5,6,Other,"Education, Academia",0
female,29,Caucasian American,25,sligthly_above,7,7,7,5,5,Caucasian American,"Education, Academia",0
female,29,Caucasian American,30,average,5,5,6,5,3,Asian-American,"Education, Academia",0
female,29,Caucasian American,29,sligthly_above,7,7,6,6,6,Asian-American,"Education, Academia",0
female,29,Caucasian American,27,average,5,5,4,5,4,Asian-American,"Education, Academia",0
male,21,Caucasian American,22,sligthly_above,7,9,9,8,5,Asian-American,Law,0
male,21,Caucasian American,27,sligthly_above,8,9,7,9,3,Asian-American,Law,0
male,21,Caucasian American,28,above,10,10,8,10,8,Caucasian American,Law,0
male,21,Caucasian American,30,sligthly_above,7,7,5,5,7,Other,Law,0
male,21,Caucasian American,27,sligthly_above,6,6,8,7,7,Caucasian American,Law,0
male,21,Caucasian American,22,above,10,10,10,10,10,African American,Law,0
male,21,Caucasian American,23,above,10,10,10,10,10,Caucasian American,Law,0
male,21,Caucasian American,23,above,9,10,10,10,9,Caucasian American,Law,0
male,21,Caucasian American,23,average,4,8,8,4,5,Caucasian American,Law,0
male,24,Caucasian American,22,average,9,9,8,7,3,Asian-American,Law,0
male,24,Caucasian American,27,sligthly_above,8,8,7,7,2,Asian-American,Law,0
male,24,Caucasian American,28,average,6,9,6,9,7,Caucasian American,Law,0
male,24,Caucasian American,30,average,4,4,5,3,7,Other,Law,0
male,24,Caucasian American,27,sligthly_above,6,6,6,5,6,Caucasian American,Law,0
male,24,Caucasian American,22,sligthly_above,10,7,10,9,10,African American,Law,1
male,24,Caucasian American,23,above,10,10,10,10,10,Caucasian American,Law,0
male,24,Caucasian American,23,sligthly_above,7,9,8,9,8,Caucasian American,Law,1
male,24,Caucasian American,23,average,4,5,6,6,6,Caucasian American,Law,0
male,25,Caucasian American,22,average,7,8,6,8,1,Asian-American,Law,0
male,25,Caucasian American,27,sligthly_above,8,8,8,7,2,Asian-American,Law,1
male,25,Caucasian American,28,sligthly_above,10,10,10,10,9,Caucasian American,Law,1
